Artist Name,Song Name,Sum Lyrics
Ed Sheeran,Square Dance,"""I'm back now I've come to release this info I'll be brief and let me just keep shit simple Can-I-Bitch don't want no beef with Slim? No! Not even on my radar So won't you please jump off my dick Lay off and stay off And follow me as I put these crayons to chaos from seance to seance"" ""There's nothin' you can do to me Stab me Shoot me Psychotic Hypnotic product I got the antibiotic Ain't nobody hotter"""
Ed Sheeran,Marshall Mathers,"""I don't know why all the fuss about me (fuss about me) Nobody ever gave a fuck before All they did was doubt me"" ""I'm anti-Backstreet and Ricky Martin Whose instinct's to kill N'Sync don't get me started"""
Ed Sheeran,Drips,"Obie: ""I ain't got no time (I think I got chlamydia) For these games and stupid tricks Or these bitches (Bitch!) on my dick"" ""That's how dudes be gettin' sick (That bitch!) That's how dicks be gettingtin' drips Fallin' victims to this shit"" ""I'm this close to goin' toe-to-toe with this whore"""
Ed Sheeran,Criminal,A lot of people ask me stupid fucking questions. If you believe that then I'll kill you 'Cause I'm a criminal. My words are like a dagger with a jagged edge That'll stab you in the head Whether you're a fag or lez Or a homosex hermaph or a trans-a-vest Pants or dress Hate fags? The answer's yes.
Ed Sheeran,I'm Shady,"""I'm Shady"" is a song by rapper Slim Shady. The song was released in 2007. The single was the number-one club hit in New York City. ""I like happy things I'm really calm and peaceful (Uh-huh) I like birds bees I like people,"" the song says."
Ed Sheeran,You Don't Know,Shady  Who run it? You know you acting like you don't know We run it. I say I run it (run it) cause I'm in control Hypnotic Hennessey a couple shots of Patron I have you feeling aight. Party popping shawty says she coming with me tonight.
Ed Sheeran,Evil Deeds,"The song was written by Edna 'n Charles and Charles Edna. The song is about a young boy who is left on the street by his parents. The boy is eventually taken in by his great aunt and uncle, who sing the song to him. He also sings about his mother and father."
Ed Sheeran,3 A.M.,It's 3 A.M. in the mornin' Put my key in the door and Bodies layin' all over the floor and I don't remember how they got there But I guess I must've killed 'em (killed 'em) It's almost noon I wonder what's on the tube Maybe they'll show some boobs Surfin' every channel until I find Hannah Montana.
Ed Sheeran,Ricky Ticky Toc,Once you call my name out things will never be the same They should've never let us get our foot in this game. Anybody I throw flames at gets a name. They know that they don't spit the same. It's a shame what people do for 10 minutes of fame every day.
Ed Sheeran,Buffalo Bill,Ahh! You sick asshole let me go Somebody please! Help! Oh my God please help me! Oh It fits perfect  Better watch out sucker now I got you where I want ya Onslaught coming and I'm packing in my lunch-a Bunch of missile launchers and a bunch of contra– Band van full of ganja.
Ed Sheeran,Say Goodbye Hollywood,"""I thought I had it all figured out I did"" ""I wasn't tough enough to juggle two things at once"" ""If I could swallow a bottle of Tylenol I would and end it for good"" ""This is not a game this fame in real life this is sick"""
Ed Sheeran,Bitch Please II,Snoop Dogg and D.R.E. and Shady with Doggy from Long Beach (Westside) Came a long way to makin' these songs play It'll be a wrong move to stare at me the wrong way I got a long Uz' and I carry it all day Sometimes it's like a nightmare just bein' Andre But I…
Ed Sheeran,Who Knew,"""I never knew I knew I'd"" is a song by rapper and singer-songwriter Chris Brown. The song was written in the early 1990s. Brown says he never knew he'd be as big as he is today. He also says he's never been as bad of a mouth as he thinks he is."
Ed Sheeran,Love The Way You Lie,Just gonna stand there and watch me burn Well that's alright because I like the way it hurts. I love the way you lie  I just want her back I know I'm a liar. If she ever tries to leave again I'mma tie her to the bed and set this house on fire.
Ed Sheeran,Forever,"""I'm shutting shit down in the mall And telling every girl she the one for me And I ain't even planning to call"" ""I ain't nothing to play with Started off local but thanks to all the haters I know G-IV pilots on a first name basis"" ""It may not mean nothing to y'all But understand nothing was done for me"""
Ed Sheeran,Untitled,(You don't own me. Don't try to change me) Nah man Not quite finished yet  Girl I think You just might've tried to pull a motherfucking fast one I'm mad You just hurt my goddamn feeling and that was the last one I had Does this look like an arcade? Tryna play games? See this saw blade? See the silhouette of a stalker In your walk-way? Better co-operate Or get sautéed and rotisseried while you're hog-tied MCs get so quiet you can hear a mother fucking dog whistle when I walk by 'Colt Seavers' on a mule stunting on that ass.
Ed Sheeran,Old Time's Sake,I'm Dre from back in the day From N.W.A from black and the gray From choking a bitch to smacking her face From stacking up bodies to racking AKs up I'm still hungry and I'm back with a tapeworm. So one more time for old time's sake Dre drop that beat and scratch that break Now just blow a little bit of that smoke my way And let's go (You are now smoking with the best)
Ed Sheeran,Music Box,Yeah girl Can you hear that? It's playing our song Are you sleepy? Take a nap You're not afraid of the dark are you?  You hear the beat as it makes you not wanna go to sleep I knock on Dakota's door. It's locked so I go to creep 'Round the back with binoculars: not 'cause I wanna peep but because I'm hungry. She smells like Tacos I wanna eat. Visions of hot chocolaty marshmallows are so sweet With sugar plums Oh look here comes Marshall! He's on your street. He's placing hot smoldering charcoals beneath your feet. Now walk on 'em.
Ed Sheeran,Fack,Ow ow ow (Oh goddamn!) I'm gonna facking cum! I'm going to cum (I'm cumming!)  (Oh yeah God!) I never seen no chick like this This bitch can twist like a damn contortionist Condom on my dick? Of course it is. This bitch don't know what abortion is. So I can't cum in her fucks like a porn star Looks like Jenna fack. Oh yeah girl see baby they call me Mr. Freaky Let's call your sister three-way Have some threesome.
Ed Sheeran,Crack A Bottle,"50 Cent's new song is titled ""Slim Shady"" The rapper is known for his violent rap lyrics. The song was written by 50 Cent, Andre the Giant and Dr. Dre. The track was released on September 6. It is available on iTunes and Google Play."
Ed Sheeran,Love Game,"""I'm in somethin' but I don't know how to get outta Left my girl in the house alone is that my soon-to-be-spouse's moan and the further I walk the louder"" ""I told her: go where you wanna go go do what 'cha wanna do IDon't care I told that bitch  I'm a sucker for love you're a suckerfor dick"" ""We're gonna get married still? Fucking Mary had a little lamb this ain't no fairy tale"""
Ed Sheeran,Seduction,Seduction when I tell 'em girls on the floor I don't know man. Just feels like we're a lot different. It's psychological warfare. Endorphins I affect. Your self-esteem shatters as dialect comes blasting out your deck. She loves me Such passion you'd expect this sort of reaction from her. Yet you strong arm You're fucking corny.
Ed Sheeran,White America,"Shady: ""I never would've dreamed in a million years I'd see So many motherfuckin' people who feel like me Who share the same views and the same exact beliefs"" ""I'm in trouble with the government I'm lovin' it I shoveled shit all my life And now I'm dumping it on  White America"""
Ed Sheeran,Role Model,Okay I'm going to attempt to drown myself You can try this at home You can be just like me Mic check one-two we recordin'?  I'm cancerous so when I diss you wouldn't wanna answer this If you responded back with a battle rap you wrote for Canibus I'll strangle you to death then I'll choke you again.
Ed Sheeran,Space Bound,We touch I feel a rush We clutch it isn't much But it's enough to make me wonder what's in store for us It's lust it's torturous You must be a sorceress 'cause you just Did the impossible Gained my trust don't play games it'll be dangerous If you fuck me over 'Cause if I get burnt I'mma show you what it's like to hurt 'Cause I've been treated like dirt before you And love is evol Spell it backwards I'll show you  Nobody knows me I'm cold Walk down this road all alone It's no one's fault but my own It's the path I've chosen to go Frozen as snow I show no emotion whatsoever so Don't ask me why I have no love for these motherfucking ho's Bloodsucking succubuses.
Ed Sheeran,Bagpipes From Baghdad,Nick Cannon better back the fuck up I'm not playin' I want her back you punk This is Hello Kitty bedspread Satin Funk Mixed with Egyptian with a little rap and punk Zapp and Eric Clapton Shaft Frank Zappa crunk. I'm the Miracle Whip trickster My signature sound when a tube of lipstick's around I'm bound to put it on in an instant.
Ed Sheeran,Rap God,"""I'm beginning to feel like a Rap God Rap God"" ""I'm a product of Rakim Lakim Shabazz 2Pac N.W.A. Cube hey Doc Ren Yella Eazy"" ""You don't really wanna get into a pissing match With this rappity brat Packing a MAC in the back of the Ac Backpack rap crap yap-yap yackety-yack"""
Ed Sheeran,Big Weenie,"""I don't understand Why are you being so mean? You're a mean mean man  You are just jealous of me 'Cause you you just can't do what I do So instead of just admitting it You walk around and say All kinds of really mean things About me"" ""So you just look like an idiot When you say these mean things 'Cause it's too easy to see You're really just a big weenie"""
Ed Sheeran,Not Afraid,"""Everybody (everybody) Come take my hand (come takeMy hand) We'll walk this road together through the storm Whatever weather cold or warm Just letting you know that you're not alone Holler if you feel like you've been down the same road (same road)  Yeah it's been a ride I guess I had to go to that place to get to this one"""
Eminem,Be Like You,One two three  Unhappy days That left us on the floor And you squeeze me Till you're not feeling sure Everything will brighten up if we go to Brighton I'll Take you along the pier Everything will lighten up and if you feel too frightened I'll Make things disappear dear  Darling don't be nervous I'll understand if you let me go I did this on purpose Now 'cause when I'm missing you  I'll stop eating food and I'll squeeze into a dress So I can be like you and then I'll see your bitterness And why you're leaving too maybe I'll put you to a test And say that I love you I think that I love you  Sunny days That left my skin dark red And you breathe me Till these thoughts leave my head If it gets too complicated I'll give up and be frustrated Can you see what's wrong? If you feel like you've been jaded and this love's too overrated See what's going on  And darling don't be nervous I'll understand if you let me go I did this on purpose Now 'cause when I'm missing you  I'll stop eating food and I'll squeeze into a dress So I can be like you and then I'll see your bitterness And why you're leaving too maybe I'll put you to a test And say that I love you I think that I love you  Take me back to live at home Take me back to Albert Road  'Cause when I'm missing you I'll stop eating food and I'll squeeze into your dress So I can feel like you and then I'll see your bitterness And why you left too I thought I'd put you to a test And say that I love you I think that I love you And I'll stop eating food and I'll squeeze into your dress So I can feel like you and then I'll see your bitterness And why you left me too I thought I'd put you to a test And say that I love you now it seems you loved me too
Eminem,Barcelona,Well get up up on the dancefloor tonight I've got two left feet and a bottle of red wine Making me feel like the beat and the bassline Are in my blood both hands upon her waistline Get on up baby dance to the rhythm of the music Don't care what the DJ chooses Get lost in the rhythm of me Place don't close until we wanna leave it  You and I we're flying on an aeroplane tonight We're going somewhere where the sun is shining bright Just close your eyes and let's pretend we're dancing in the street In Barcelona Barcelona Barcelona Barcelona  Well get up up on the dancefloor move it's a Saturday night I fell in love with the sparkle in the moonlight Reflected in your beautiful eyes I guess that is destiny doing it right And dance like they do in the Mediterranean Spin you around me again and again and You're like something that God has sent me I want you baby solamente  You and I we're flying on an aeroplane tonight We're going somewhere where the sun is shining bright Just close your eyes and let's pretend we're dancing in the street In Barcelona Barcelona Barcelona Barcelona Barcelona Barcelona Oh Barcelona  So let's pretend we're dancing in the street In Barcelona Las Ramblas I'll meet you we'll dance around La Sagrada Familia Drinking Sangria mi niña te amo mi cariño Mamacita rica si tú te adoro señorita Los otros viva la vida Come on let's be free in Barcelona Las Ramblas I'll meet ya come on and dance with me in Barcelona Drinking Sangria I just want to be in Barcelona Mamacita rica feel that summer breeze in Barcelona Los otros viva la vida siempre vida Barcelona
Eminem,Bibia Be Ye Ye,Bibia Be Ye Ye (everything will be alright) I remember less and less and mostly things that I regret In my phone are several texts from girls I've never met And in the pocket of my jeans are only coins and broken dreams My heart is breaking at the seams And I'm coming apart now.
Eminem,Cold Coffee,She's like cold coffee in the morning I'm drunk off last nights whisky and coke She'll make me shiver without warning And make me laugh as if I'm in on the joke  And you can stay with me forever Or you could stay with me for now  Tell me if I'm wrong  Tell me if I'm right Tell me if you need a loving hand To help you fall asleep tonight Tell me if I know Tell me if I do Tell me how to fall in love the way you want me to  I'll wake with coffee in the morning But she prefers two lumps of sugar and tea Outside the day is up and calling But I don't have to be so please go back to sleep  Stay with me forever Or you could stay with me for now  Tell me if I'm wrong Tell me if I'm right Tell me if you need a loving hand To help you fall asleep tonight Tell me if I know Tell me if I do Tell me how to fall in love the way you want me to  'Cause I love the way you wake me up For goodness sake will my love not be enough?  Tell me if I'm wrong Tell me if I'm right Tell me if you need a loving hand  To help you fall asleep tonight Tell me if I know Tell me if I do Tell me how to fall in love the way you want me to  Tell me if I'm wrong Tell me if I'm right Tell me if you need a loving hand To help you fall asleep tonight
Eminem,Save Myself,I gave all my oxygen to people that could breathe I gave away my money and now we don't even speak I drove miles and miles but would you do the same for me Oh honestly?  Offered up my shoulder just for you to cry upon Gave you constant shelter and a bed to keep you warm They gave me the heartache and in return I gave a song It goes on and on  Life can get you down so I just numb the way it feels I drown it with a drink and out of date prescription pills And all the ones that love me they just left me on the shelf no farewell So before I save someone else I've got to save myself  I gave you all my energy and I took away your pain Cause human beings are destined to radiate or drain What line do we stand upon cause from here it looks the same? And only scars remain  Life can get you down so I just numb the way it feels I drown it with a drink and out of date prescription pills And all the ones that love me they just left me on the shelf no farewell So before I save someone else I've got to save myself  But if I don't then I'll go back to where I'm rescuing a stranger Just because they needed saving just like that Oh I'm here again between the devil and the danger But I guess it's just my nature My dad was wrong cause I'm not like my mum Cause she'd just smile and I'm complaining in a song but it helps So before I save someone else I've got to save myself  Life can get you down so I just numb the way it feels Or drown it with a drink and out of date prescription pills And all the ones that love me they just left me on the shelf no farewell So before I save someone else I've got to save myself And before I blame someone else I've got to save myself And before I love someone else I've got to love myself
Eminem,The Man,No I don't wanna hate you Just wish you'd never gone for the man And waited two weeks at least Before you let him take you I stayed true I kind of knew you liked the dude from private school He's waiting for the time to move I knew he had his eyes on you He's not the right guy for you Don't hate me cause I write the truth No I would never lie to you But it was never fine to lose you And what a way to find out It never came from my mouth.
Eminem,All Of The Stars,It's just another night And I'm staring at the moon I saw a shooting star And thought of you I sang a lullaby By the waterside and knew If you were here I'd sing to you You're on the other side As the skyline splits in two Miles away from seeing you  But I can see the stars from America I wonder do you see them too?  So open your eyes and see The way our horizons meet And all of the lights will lead Into the night with me And I know these scars will bleed But both of our hearts believe All of these stars will guide us home  I can hear your heart On the radio beat They're playing 'Chasing Cars' And I thought of us Back to the time You were lying next to me I looked across and fell in love So I took your hand Back through lamp-lit streets and knew Everything led back to you  So can you see the stars over Amsterdam? Hear the song my heart is beating to?  So open your eyes and see The way our horizons meet And all of the lights will lead Into the night with me And I know these scars will bleed But both of our hearts believe All of these stars will guide us home  And oh I know And oh I know oh And I know oh oh oh  I can see the stars from America
Eminem,Goodbye To You,"""I owe my life to you. I was just too young to go on with it"" ""There ain't a big enough reason Before I sell out my fam I'll be giving up breathing"" ""I'll never get enough I'll see you when I see you but I miss you"""
Eminem,UNI,I found your hair band on my bedroom floor The only evidence that you'd been here before And I don't get waves of missing you anymore. So am I close to you anymore if it's over? And there's no chance that we'll work it out  That's why you and I ended over U N I.
Eminem,I'm A Mess,Oh I'm a mess right now Inside out Searching for a sweet surrender But this is not the end I can't work it out How going through the motions Going through us And oh I've known it for the longest time And all of my hopes All of my own words Are all over written on the signs But you're on my road Walking me home  See the flames inside my eyes It burns so bright I wanna' feel your love Easy baby maybe I'm a liar But for tonight I wanna' fall in love Put your faith in my stomach  I messed up this time Late last night Drinking to suppress devotion With fingers intertwined I can't shake this feeling now We're going through the motions Hoping you'd stop  And ohhh I've only caused you pain I know but all of my words will always below Of all the love you spoke When you're on my road Walking me home  See the flames inside my eyes It burns so bright I wanna' feel your love Easy baby maybe I'm a liar But for tonight I wanna' fall in love Put your faith in my stomach  And for how long I love my lover For how long I love my lover And now now for how long long I love my lover Now now for how long long I love my lover  Now now for how long long I love my lover (and I feel loved) Now now for how long long I love my lover I feel it all over now now and I feel loved Now now for how long long I love my lover Feel it all over now now and I feel loved Now now for how long long I love my lover Feel it all over now now and I feel loved Now now for how long long I love my lover Feel it all over now now and I feel loved Now now for how long I love my lover Feel it all over now now and I feel loved Now now for how long long I love my lover Now now for how long long I love my lover
Eminem,Happier,Walking down 29th and park I saw you in another's arms Only a month we've been apart You look happier  Saw you walk inside a bar He said something to make you laugh I saw that both your smiles were twice as wide as ours Yeah you look happier you do  Ain't nobody hurt you like I hurt you But ain't nobody love you like I do Promise that I will not take it personal baby If you're moving on with someone new  Cause baby you look happier you do My friends told me one day I'll feel it too And until then I'll smile to hide the truth But I know I was happier with you  Sat in the corner of the room Everything's reminding me of you Nursing an empty bottle and telling myself you're happier Aren't you?  Ain't nobody hurt you like I hurt you But ain't nobody need you like I do I know that there's others that deserve you But my darling I am still in love with you  But I guess you look happier you do My friends told me one day I'll feel it too I could try to smile to hide the truth But I know I was happier with you  Baby you look happier you do I knew one day you'd fall for someone new But if he breaks your heart like lovers do Just know that I'll be waiting here for you
Eminem,Nightmares,"""I've been rhyming forever got a blind flow. So I can see an off note with my eyes closed. But to achieve your dreams you can't doze off cause you dream a sleep"" ""I'm only hitting the sack when I'm training Too busy trying to keep up with the latest snooze"""
Eminem,Hearts Don't Break Around Here,She is the sweetest thing that I know You should see the way she holds me when the lights go low Shakes my soul like a pot hole every time Took my heart upon a one way trip Guess she went wandering off with it Unlike most women I know This one will bring it back whole Daisies daisies perched upon your forehead Oh my baby lately I know  That every night I'll kiss you you'll say in my ear Oh we're in love aren't we? Hands in your hair fingers and thumbs baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Oh yeah yeah yeah  yeah yeah yeah yeah  She is the river flow in Orwell And tin wind chimes used for doorbells Fields and trees and her smell fill my lungs Spent my summer time beside her And the rest of the year the same She is the flint that sparks the lighter And the fuel that will hold the flame Oh roses roses laid upon your bed spread Oh my hold this oh this I know  That every night I'll kiss you you'll say in my ear Oh we're in love aren't we? Hands in your hair fingers and thumbs baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Oh yeah yeah yeah  Well I found love in the inside The arms of a woman I know She is the lighthouse in the night that will safely guide me home And I'm not scared of passing over Or the thought of growing old Because from now until I go  Every night I'll kiss you you'll say in my ear Oh we're in love aren't we? Hands in your hair fingers and thumbs baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Oh yeah yeah  Every night I'll kiss you you'll say in my ear Oh we're in love aren't we? Hands in your hair fingers and thumbs baby I feel safe when you're holding me near Love the way that you conquer your fear You know hearts don't break around here Yeah yeah yeah You know hearts don't break around here Oh yeah yeah yeah yeah
Eminem,New Man,I heard he spent five hundred pounds on jeans Goes to the gym at least six times a week Wears boat shoes with no socks on his feet And I heard he's on a new diet and watches what he eats. Your new man rents a house in the burb and wears a man bag on his shoulder but I call it a purse Every year he goes to Malaga with all the fellas drinks beer but has a six pack. He wears sunglasses indoors in winter at nighttime and every time a rap song comes on He makes a gun sign says chune boydem light up the room.
Eminem,Little Lady,Mikill Pane and Ed Sheeran write about life as a prostitute and punching bag. Pane: 'The pimp sees you as nothing but a dumb hooker' The singer: 'An angel will die covered in white and hoping for a better life'
Eminem,Fall,You and I Two of a mind This love’s One of a kind  You and I We’re drifting Over the edge  And I will fall for you And I will fall for you If I fall for you Would you fall too?  You and I Learning to speak With kisses on cheeks  You and I We’re lifted Over the edge  And I will fall for you And I will fall for you If I fall for you Would you fall too?  And I will fall for you And I will fall for you And if I fall for you Would you fall too?  Would you fall too? Would you fall too? Would you fall too? Would you fall too?
Eminem,Give Me Love,Give me love like her 'Cause lately I've been waking up alone Paint splattered teardrops on my shirt Told you I'd let them go  And that I'll fight my corner Maybe tonight I'll call ya After my blood turns into alcohol No I just wanna hold ya  Give a little time to me or burn this out We'll play hide and seek to turn this around All I want is the taste that your lips allow.
