Artist Name,Song Name,Sum Lyrics
Coldplay,Strawberry Swing,They were sitting They were sitting on the strawberry swing Every moment was so precious  They were sitting They were talking under strawberry swing Everybody was for fighting Wouldn't wanna waste a thing  Cold cold water bring me round Now my feet won't touch the ground Cold cold water what you say? When it's such… It's such a perfect day It's such a perfect day  I remember We were walking up to strawberry swing I can't wait until the morning Wouldn't wanna change a thing  People moving all the time Inside a perfectly straight line Don't you wanna just curve away? When it's such… It's such a perfect day It's such a perfect day  Ah-ah-ah-ah-iiiiii  Now the sky could be blue I don't mind Without you it's a waste of time  Could be blue I don't mind Without you it's a waste of time  Now the sky could be blue Could be grey Without you I'm just miles away  Oh the sky could be blue I don't mind Without you it's a waste of time
Lana Del Rey,Cruel World,Shared my body and my mind with you That's all over now Did what I had to do 'Cause you're so far past me now Shared my body and my life with you That's way over now There's not more a mind can do You're so famous now  Got your Bible got your gun And you like to party and have fun And I like my candy and your women I'm finally happy now that you're gone  Put my little red party dress on Everybody knows that I'm the best I'm crazy yeah yeah Get a little bit of bourbon in ya Get a little bit suburban and go Crazy yeah yeah Because you're young you're wild you're free You're dancing circles around me You're fucking crazy Oh oh Oh oh You're crazy for me  I shared my body and my mind with you That's all over now I did what I had to do I found another anyhow Shared my body and my mind with you That's all over now I did what I had to do I could see you leaving now  I got your Bible and your gun And you love to party and have fun And I love your women and all of your heroin And I'm so happy now that you're gone  Put my little red party dress on Everybody knows that I'm a mess I'm crazy yeah yeah Get a little bit of bourbon in ya Go a little bit suburban and go Crazy yeah yeah Because you're young you're wild you're free You're dancing circles around me You're fucking crazy Oh oh oh oh Oh oh oh oh You're crazy for me  Got your Bible and your gun You like your women and you like fun I like my candy and your heroin And I'm so happy so happy now you're gone  Put my little red party dress on Everybody knows that I'm a mess I'm crazy yeah yeah Get a little bit of bourbon in ya Get a little bit suburban and go Crazy yeah yeah 'Cause you're young you're wild you're free You're dancing circles around me You're fucking crazy Oh oh oh Oh oh oh You're crazy for me  Oh oh Oh You're crazy for me
Lana Del Rey,Music To Watch Boys To,(I like you a lot) Putting on my music while I'm watching the boys (So I do what you want) Singing soft grunge just to soak up the noise (With ribbons in knots) Play 'em like guitars only one of my toys ('Cause I like you a lot) No holds barred I was sent to destroy yeah  Pink flamingos Always fascinated me I know what only the girls know Hoes with lies akin to me  I I see you're going So I play my music watch you leave  (I like you a lot) Putting on my music while I'm watching the boys (So I do what you want) Singing soft grunge just to soak up the noise (With ribbons in knots) Play 'em like guitars only one of my toys ('Cause I like you a lot) No holds barred I was sent to destroy yeah  Velveteen and living single It never felt that right to me I know what only the girls know Lies can buy eternity  I I see you leaving So I push record and watch you leave  (I like you a lot) Putting on my music while I'm watching the boys (So I do what you want) Singing soft grunge just to soak up the noise (With ribbons in knots) Play 'em like guitars only one of my toys ('Cause I like you a lot) No holds barred I was sent to destroy yeah  I live to love you And I love to love you And I live to love you boy I live to love you And I love to love you And I live to love you boy Nothing gold can stay Like love or lemonade Or sun or summer days It's all a game to me anyway  (I like you a lot) Putting on my music while I'm watching the boys (So I do what you want) Singing soft grunge just to soak up the noise (With ribbons in knots) Play 'em like guitars only one of my toys ('Cause I like you a lot) No holds barred I was sent to destroy yeah  Putting on my music while I'm watching the boys Putting on my music while I'm watching the boys
Lana Del Rey,Body Electric,Elvis is my daddy Marilyn's my mother Jesus is my bestest friend We don't need nobody 'Cause we got each other Or at least I pretend  We get down every Friday night Dancing and grinding in the pale moonlight Grand Ole Opry We're feeling alright Mary prays the rosary for my broken mind (I said Don't worry 'bout it)  I sing the body electric I sing the body electric baby I sing the body electric I sing the body electric Sing that body electric Sing that body electric I'm on fire Sing that body electric  Whitman is my daddy Monaco's my mother Diamonds are my bestest friend Heaven is my baby Suicide's her father Opulence is the end  We get down every Friday night Dancing and grinding in the pale moonlight Grand Ole Opry We're feeling alright Mary prays the rosary for my broken mind (I said Don't worry 'bout it)  I sing the body electric I sing the body electric baby I sing the body electric I sing the body electric Sing that body electric Sing that body electric I'm on fire Sing that body electric  My clothes still smell like you And all the photographs say you're still young I pretend I'm not hurt And go about the world like I'm having fun  We get crazy every Friday night Drop it like it's hot in the pale moonlight Grand Ole Opry Feeling alright Mary swaying softly to her heart's delight  I sing the body electric I sing the body electric baby I sing the body electric I sing the body electric Sing that body electric Sing that body electric I'm on fire Sing that body electric  I sing the body electric baby I sing the body electric baby I sing the body electric baby
Lana Del Rey,Salvatore,All the lights in Miami begin to gleam Ruby blue and green neon too Everything looks better from above my king Like aquamarine ocean's blue  Ah-ah-ah-ah ah-ah-ah-ah-ah Cacciatore La-da-da-da-da la-da-da-da-da Limousines Ah-ah-ah-ah ah-ah-ah-ah-ah Ciao amore La-da-da-da-da la-da-da-da-da Soft ice cream  All the lights are sparkling for you it seems On the downtown scenes shady blue Beatboxing and rapping in the summer rain Like a boss you sang jazz and blues  Ah-ah-ah-ah ah-ah-ah-ah-ah Cacciatore La-da-da-da-da la-da-da-da-da Limousines Ah-ah-ah-ah ah-ah-ah-ah-ah Ciao amore La-da-da-da-da la-da-da-da-da Soft ice creams  The summer's wild and I've been waiting for you all this time I adore you can't you see you're meant for me? The summer's hot but I've been cold without you I was so wrong not to doubt your Medellín tangerine dreams  Catch me if you can working on my tan Salvatore Dying by the hand of a foreign man happily Calling out my name in the summer rain Ciao amore Salvatore can wait Now it's time to eat soft ice cream  Ah-ah-ah-ah ah-ah-ah-ah-ah Cacciatore Ah-ah-ah-ah ah-ah-ah-ah-ah Limousines Ah-ah-ah-ah ah-ah-ah-ah Ciao amore Ah-ah-ah-ah ah-ah-ah-ah-ah Soft ice cream
Michael Jackson,Just A Little Bit Of You,Just a little bit of you every day Will surely keep the doctor away Just a little bit of you every day Will surely keep the doctor away  I told my mama how I feel about your power Your love can heal can't no doctor's remedy Ever do what you do for me  Just a little bit of you every day Will surely keep the doctor away Eeny weeny teeny bit of your love Baby it's all I need it's all I need  Since the day I've been loving you I can't catch a cold I can't catch the flu The sweet loving you've been giving me Has become my daily need  Just a little o' your love every day It's all I need that's all I need Just a little bit baby That's all I need that's all I need  So don't send no doctor to my door 'Cause Doctor John has been here before Don't you send him just come yourself Bring your loving and nothing else  Ooh just a just a  Just a little bit of you every day Will surely keep the doctor away Just a little bit of you every day Will surely keep the doctor away
Michael Jackson,My Girl,I've got sunshine on a cloudy day When it's cold outside I've got the month of May I guess you'd say What can make me feel this way? My girl (my girl my girl) Talkin' 'bout my girl (my girl)  I've got so much honey the bees envy me I've got a sweeter song than the birds in the trees I guess you'd say What can make me feel this way? My girl (my girl my girl) Talkin' 'bout my girl (my girl)  Hey hey hey Hey hey hey Ooh  I love my baby She makes me feel proud I'll climb the highest mountain And say it aloud  I don't need no money fortune or fame I've got all the riches baby one man can claim Well I guess you'd say What can make me feel this way? My girl (my girl my girl) Talkin' 'bout my girl (talking my girl)  I've got sunshine on a cloudy day With my girl I've even got the month of May With my girl Talkin' 'bout my girl (my girl) Oh yeah my girl (my girl) Ooh my girl (my girl) That'a all that I can talk about It's my girl Yeah yeah my girl
Michael Jackson,You Are There,You are there like the laughter of a child When I need just a smile Suddenly the sun shines for a while  Everywhere sounds of love are everywhere And my heart sings along Thanks to you I finally got a song  'Cause you are there You are there You are there somewhere Each time my world seems like it's falling down Things look up just having you around So every night I say a prayer Just because you're there  Like a rainbow after rain Like the night follows day You're the answer to the prayers I say  And you are there You are there You are there somewhere No matter where I go or what I do You are there to help me see it through So every night I say a prayer Just because you're there  Ooh you are there Ooh you are there somewhere And as the years go by we'll stay as true What you are for me I'll be for you And every night I'll say a prayer Just because you're there  Ooh you are there Ooh you are there Everywhere you are there
Michael Jackson,With A Child's Heart,With a child's heart Go face the worries of the day With a child's heart Turn each problem into play  No need to worry no need to fear Just being alive makes it all so very clear  With a child's heart Nothing can ever get you down With a child's heart You've got no reason to frown  Love is as welcome As a sunny sunny day No grown-up thoughts To lead our hearts astray Take life easy so easy nice and easy Like a child so gay and so carefree Yeah The whole world smiles with you As you go your merry way  Oh with a child's heart Nothing's gonna get me nothing's gonna get Nothing's gonna get me down Oh with a child's heart Nothing's gonna get me nothing's gonna get Nothing's gonna get me down Oh with a child's heart Sing nothing's gonna get me nothing's gonna get Nothing's gonna get me down
Michael Jackson,Beautiful Girl,I'm in love with a beautiful girl I'm in love with a beautiful girl  It's almost like dancing and romancing In her arms It's just a part of it Can't you see that I'm  In love (Love) I'm in love (Love) I'm in love (Love) Da de de da de da da dum (Love) Da da da da da da da dum (Love) La da da da da da da dum Can't you see that I'm in love (Love)  I'm in love with a beautiful girl I'm in love with a beautiful girl  It's almost like dancing and romancing In her arms It's just a part of it Can't you see that I'm  In love? (Love) I'm in love (Love) I'm in love (Love) Da da da da da da da dum (Love) Da da da da da la da dum (Love) She will never know la da da dum Can't you see that I'm in love? (Love)  It's almost like dancing and romancing In her arms It's just a part of it Can't you see that I'm  In love? (Love) I'm in love (Love) I'm in love (Love) She never thought la da da dum (Love) In all of the time le da da dum (Love) La da da da la da da dum Can't you see that I'm in love? (Love)  I'm in love (Love) I'm in love (Love) Can't you see that I'm in love? (Love) I'm in love (Love) I'm in love (Love) Can't you see that I'm in love? (Love) I'm in love (Love) I'm in love (Love) I'm in (Love)
Michael Jackson,I Just Can't Stop Loving You,I just want to lay next to you for a while You look so beautiful tonight Your eyes are so lovely Your mouth is so sweet A lot of people misunderstand me That's because they don't know me at all I just want  to touch you And hold you I need you God I needYou I love you so much.
Michael Jackson,I Can't Help It,Looking in my mirror Took me by surprise I can't help but see you Running often through my mind Helpless like a baby Sensual disguise I can't help but love you It's getting better all the time  I can't help it if I wanted to I wouldn't help it even if I could I can't help it if I wanted to I wouldn't help it no I can't help it if I wanted to I wouldn't help it even if I could I can't help it if I wanted to I wouldn't help it no  Love to run my fingers Softly while you sigh Love came and possessed you Bringing sparkles to your eyes Like a trip to heaven Heaven is the prize And I'm so glad I found you yeah You're an angel in disguise  I can't help it if I wanted to I wouldn't help it even if I could I can't help it if I wanted to I wouldn't help it no I can't help it if I wanted to I wouldn't help it even if I could I can't help it if I wanted to I wouldn't help it no  And I'm so glad I found you yeah You're an angel in disguise  I can't help it if I wanted to I wouldn't help it even if I could I can't help it if I wanted to I wouldn't help it no I can't help it if I wanted to I wouldn't help it even if I could I can't help it if I wanted to I wouldn't help it no I can't help it if I wanted to I wouldn't help it even if I could I can't help it if I wanted to Wouldn't help it no no I can't help it if I wanted to I wouldn't help it even if I could I can't help it if I wanted to Wouldn't help it no no no
Michael Jackson,Heaven Can Wait,Tell the angels no I don't want nobody else to hold you That's a chance I'll take Baby I'll stay Heaven can wait No if the angels took me from this earth I would tell them bring me back to her It's a Chance I'll Take maybe I'll Stay. You're beautiful you're wonderful Incredible I love you so.
Michael Jackson,Girl You're So Together,Girl you're so together Together we can make it all the way If I had a chance to choose Between a million bucks and you I'd choose you babe yeah  There's no tree That bears fruits as sweet as you no Apples peaches And cherries just won't do ooh baby Even the flowers and lollipops Could never hope to top The sweetness of your kiss Can you dig it?  Girl you're so together And together we can make it all the way yeah yeah If I had a chance to choose Between a million bucks and you I'd choose you babe (Choose you babe)  Girl your smile ooh Is like the month of May yeah When you're near me The storm clouds stay away yeah Even the little honey bees Turn to you when they need more honey Love you so much it's not funny  Girl you're so together And together we can make it all the way yeah  Oh girl you're so together Oh hey girl you're an eye-eye-popper A real life traffic stopper A knockout queen Oh what I mean is  Girl you're so together And together we can make it all the way Oh I love her I love her I love I love you baby (Girl you're so together) Yeah (And together we can make it all the way) Oh girl you're so together (Girl you're so together And together we can make it all the way) Oh girl you're so together (Girl you're so together And together we can make it all the way) Yeah yeah you're so together (Girl you're so together And together we can make it all the way Girl you're so together And together we can make it all the way)
Michael Jackson,Superfly Sister,Hee-hee! Show me Hoo! Oh oh Hee!  Love ain't what it used to be That is what they're tellin' me Push it in stick it out That ain's what it's all about (Oh)  Susie like to agitate Get the boy and make him wait Mother's preachin' Abraham Brothers they don't give a damn (Oh!)
Michael Jackson,The Way You Make Me Feel,Hee-hee Ooh G'on girl! Aaow! Hee  Hey pretty baby with the high heels on You give me fever like I've never ever known You're just a product of loveliness. I'll pick you up in my car and we'll paint the town Just kiss me baby and tell me twice That you're the one for me.
Michael Jackson,We've Got Forever,(We've got forever forever)  I'll plant you a garden Of laughter and tears With rain and with sunshine Love will grow through the years The dreams that we're dreaming Have time to come true  'Cause we've got forever And forever is meant for so very few  We shall have music We shall have rhyme We shall have each other One minute after the end of time  Then we'll add up the pleasures And treasure the sums Caring is sharing The cake and the crumbs How lucky we are to be me and you  'Cause we've got forever And forever is meant for so very few  (We got we got we got we got it) Me and you baby (We got we got we got) (Forever and forever) (We got we got we got ooh) (We got we got we got) We got a million tomorrows (We got we got we got we got it) Uh yeah  (We got we got we got) (Forever and forever) Yeah (We got we got we got ooh) I know that we got it (We got we got we got) I know that we got it (We got we got we got we got it) Ah  (We got we got we got) (Forever and forever) We've got we've got we've got (We got we got we got ooh) Got got yeah (We got we got we got) Uh yeah (We got we got we got we got it) Me and you baby  (We got we got we got) (Forever and forever) Uh (We got we got we got ooh) (We got we got we got) We got a million tomorrows (We got we got we got we got it)  (We got we got we got) (Forever and forever) (We got we got we got ooh) (We got we got we got)
Michael Jackson,Got To Be There,Got to be there (Got to be there) Got to be there in the morning When she says hello to the world Got to be there (Got to be there) Got to be there bring her good times And show her that she's my girl  Oh what a feeling there'll be The moment I know she loves me 'Cause when I look in her eyes I realise I need her sharing her world beside me  So I've got to be there (Got to be there) Got to be there in the morning And welcome her into my world And show her that she's my girl When she says Hello world! (Got to be there)  I need her sharing the world beside me  That is why I've got to be there (Got to be there) Got to be there where love begins And that's everywhere she goes I've got to be there so she knows That when she's with me She's home (Home she's home) (Home she's home) Yeah  (Got to be there) Got to be there got to be there (Got to be there) Got to be there got to be there (Got to be there) Oh baby baby got to be there got to be there (Got to be there) Got to be there oh to be there (Oh baby baby) (Got to be there) Oh got to be there got to be there (Got to be there) Oh got to be there got to be there (Got to be there) (Oh baby baby) Got to be there
Michael Jackson,Liberian Girl,[Swahili:] Naku penda pia Naku taka pia Mpenziwe [English translation: I love you too I want you too My love]  Liberian girl You came and you changed my world A love so brand new Liberian girl You came and you changed me girl A feeling so true  Liberian girl You know that you came and you changed my world Just like in the movies With two lovers in a scene And she says Do you love me? And he says So endlessly. I love you Liberian girl.  (Naku penda pia Naku taka pia Mpenziwe)  Liberian girl More precious than any pearl Your love so complete Liberian girl You kiss me then ooh the world You do this to me  Liberian girl You know that you came and you changed my world Just like in the movies With two lovers in a scene And she says Do you love me? And he says So endlessly. I love you Liberian girl.  (Naku penda pia Naku taka pia Mpenziwe)  Liberian girl You know that you came and you changed my world I wait for the day When you have to say I do And I'll smile and say it too And forever we'll be true I love you Liberian girl All the time  (girl) I love you Liberian girl All the time (girl) I love you Liberian girl All the time (girl) I love you Liberian girl All the time (girl) I love you I love you baby (girl) I want you I love you baby (girl) Ooh! I love you baby I want You baby ooh! (girl)
Michael Jackson,Best Of Joy,I am your joy your best of joy I am the moonlight you are the spring Our life's a sacred thing You know I always will love you I am forever  I am the one who came when you fell down I was the only one around (The only one) When things would hurt you I am forever Wasn't it I who said that you are free? When living seemed so hard to be When things would hurt you  I am forever (I am forever) We are forever (We are forever)  I am your friend through thick and thin We need each other we'll never part Our love is from the heart We never say I don't need you we are forever  I am the one who said that you are free When living seemed so hard to be (The only one) And nothing would cheer you I am forever Wasn't it I who carried you around? When all the walls came tumblin' down When things would hurt you  I am forever (I am forever) We are forever (We are forever)  You are the sun that lights up the sky When things are shady let come what may we do get by  I was the only one around (The only one) When things would hurt you  We are forever (I am forever alright) We are forever (I am forever uh-huh) We are forever (ah what you do? What ya' live for?) We are forever (What you do? What ya' live for? Our love is strong) We are forever (What you do? What ya' live for? Uh-huh) We are forever (Uh-huh alright) I am forever I am forever (Ah uh-huh alright) We are forever (Hoo-hoo) we are forever (Hee) I am forever I am forever
Michael Jackson,Euphoria,Love love love love Love love love love Love love love love Love love love love Euphoria euphoria Euphoria euphoria  E-U-P-H-O-R-I-A That's the new word for today E-U-P-H-O-R-I-A It is very easy to say  Say euphoria And you'll feel fine from the start You can close your eyes And see the world with your heart  Do what you wish be what you are What a victorious thrill Wearing a smile all of the while Feeling the world standing still  Watch rainbows glow Rest on a bed of flowers Then dial a star Anything's in your powers  E-U-P-H-O-R-I-A Full of v-vigour and vim Knowing no ills needing no pills Singing a rock and roll hymn  Feeling glorious full of love Fine from the start You can close your eyes And see the world with your heart  How good to be happy and free Living the way that you choose Healthy and clean Can't understand anyone having the blues  Euphoria Never to feel frustration How great to give Love without limitation  Euphoria euphoria Long as we love each other Euphoria euphoria Living for one another  Euphoria euphoria That's the new word for heaven Euphoria euphoria Living in love is heaven  Euphoria euphoria Long as we love each other Euphoria euphoria
Michael Jackson,Baby Be Mine,I don't need no dreams when I'm by your side ooh-ooh Every moment takes me to paradise Darling let me hold you I'll warm you in my arms and melt your fears away Show you all the magic that a perfect love can make I need you night and day. So baby be mine (Baby you got to be mine) ow And girl I'll give you all I got to give Sobaby be my girl (All the time)
Michael Jackson,Rockin' Robin,Tweedily deedily dee tweedily deedily dee Tweedily deedily dee tweedily deedily dee Tweedily deedily dee tweedily deedily dee Tweet tweet tweet tweet  He rocks in the tree tops all day long Hopping and a-bopping and singing his song All the little birdies on Jaybird Street Love to hear the robin go tweet tweet tweet  Rockin' robin rock rock Rockin' robin Blow rockin' robin 'Cause we're really gonna rock tonight  Every little swallow every chick-a-dee Every little bird in the tall oak tree The wise old owl the big black crow Flapping their wings singing Go bird go  Rockin' robin rock rock Rockin' robin Blow rockin' robin 'Cause we're really gonna rock tonight Yeah yeah!  Pretty little raven at the bird-band stand Taught him how to do the bop and it was grand They started going steady and bless my soul He out-bopped the Buzzard and the Oriole  He rocks in the tree tops all day long Hopping and a-bopping and singing his song All the little birdies on Jaybird Street Love to hear the robin go tweet tweet tweet  Rockin' robin (Tweet tweedily dee) rock rock Rockin' robin (Tweet tweedily dee) Blow rockin' robin 'Cause we're really gonna rock tonight  Pretty little raven at the bird-band stand Taught him how to do the bop and it was grand They started going steady and bless my soul He out-bopped the Buzzard and the Oriole  He rocks in the tree tops all day long Hopping and a-bopping and singing his song All the little birdies on Jaybird Street Love to hear the robin go tweet tweet tweet  Rockin' robin (Tweet tweedily dee) rock rock Rockin' robin (Tweet tweedily dee) Blow rockin' robin 'Cause we're really gonna rock tonight  Tweedily deedily dee tweedily deedily dee Tweedily deedily dee tweedily deedily dee Tweedily deedily dee tweedily deedily dee Tweet tweet
Michael Jackson,This Is It,Ready? One two three four  This is it here I stand I'm the light of the world I feel grand Got this love I can feel And I know yes for sure it is real  And it feels as though I've seen your face a thousand times And you said you really know me too yourself And I know that you have got addicted with your eyes But you say you gonna live it for yourself oh  I never heard a single word about you Falling in love wasn't my plan (My plan) I never thought that I would be your lover Come on baby just understand  This is it I can say I'm the light of the world runaway We can feel this is real Every time I'm in love that I feel  And I feel as though I've known you since a thousand years And you tell me that you've seen my face before And you said to me you don't want me hanging 'round Many times wanna do it here before oh yeah  I never heard a single word about you Falling in love wasn't my plan (My plan) I never thought that I would be your lover Come on baby just understand  This is it (This is it) I can feel (I can feel) I'm the light of the world this is real Feel my song we can say And I tell you I feel that way  And I feel as though I've known you for a thousand years And you said you want some of this yourself And you said you wanna go with me all the while And I know that it's really true myself oh yeah  I never heard a single word about you Falling in love wasn't my plan (My plan) I never thought that I would be your lover Come on please dear understand (Understand) Ah-ayy I never heard a single word about you Falling in love wasn't my plan (My plan) I never thought that I would be your lover Come on please dear understand (Understand)  Never heard a single word about you Falling in love wasn't my plan
Michael Jackson,Cinderella Stay Awhile,Fairytale make believe in you Fairytale make believe in you  Cinderella stay awhile You're the one That I've been lookin' for Cinderella when you smile All around me sunbeams Start to fall  Midnight is so near Please don't disappear Now that you are here Stay awhile  Cinderella I just know That the magic slipper's Gonna fit Cinderella do not go You're my princess I am sure of it  This is love for sure Love that's sweet and pure Love that will endure Stay awhile  When you speak the angels all sing This is the kind of magic you bring oh  Cinderella stay awhile This is like a fairytale with you Cinderella when you smile All my fairy tales are coming true  Well my only fear Is midnight is so near Please don't disappear Stay awhile oh  (Fairy tales make-believe and you) (Fairy tales make-believe and you)  Cinderella stay awhile Don't you go Oh
One Direction,Live While We're Young,Zayn: We'll be doing what we do Just pretending that we're cool and we know it too (know it too) Liam: Hey girl I'm waiting on ya let me sneak you out And have a celebration a celebration The music up the windows down  [Zayn:] And live while we're young.
