Artist Name,Song Name,Sum Lyrics
Eminem,I See Fire,Oh misty eye of the mountain below Keep careful watch of my brothers' souls And should the sky be filled with fire and smoke Keep watching over Durin's sons  If this is to end in fire Then we should all burn together Watch the flames climb high into the night  Calling out father oh Stand by and we will Watch the flames burn auburn on The mountain side  And if we should die tonight Then we should all die together Raise a glass of wine for the last time  Calling out father oh Prepare as we will Watch the flames burn auburn on The mountain side Desolation comes upon the sky  Now I see fire Inside the mountain I see fire Burning the trees And I see fire Hollowing souls I see fire Blood in the breeze And I hope that you remember me  Oh should my people fall Then surely I'll do the same Confined in mountain halls We got too close to the flame  Calling out father oh Hold fast and we will Watch the flames burn auburn on The mountain side Desolation comes upon the sky  Now I see fire Inside the mountain I see fire Burning the trees I see fire Hollowing souls I see fire Blood in the breeze And I hope that you remember me  And if the night is burning I will cover my eyes For if the dark returns Then my brothers will die And as the sky is falling down It crashed into this lonely town And with that shadow upon the ground I hear my people screaming out  Now I see fire Inside the mountains I see fire Burning the trees I see fire Hollowing souls I see fire Blood in the breeze  I see fire (oh you know I saw a city burning out) (fire) And I see fire (feel the heat upon my skin yeah) (fire) And I see fire (uh-uh-uh-uh) (fire) And I see fire burn auburn on the mountain side
Eminem,You Need Me,I Don't Need You Singer-songwriter says he's not a product of his genre. 'I'm like glue I stick to other artists I'm not you now that would be disastrous' 'You need me man I don't need you' 'I won't stop 'til my name's in lights with Damien Rice'
Eminem,Where We Land,Treat me beneath this clear night sky And I will lie with you I start to feel those butterflies When I'm next to you  Tell me your secrets Give me a friend Let all the good times flood in Do I love you? Do I hate you? I can't make up my mind So let's freefall See where we land  It's been this way since we were young We'll fight and then make up I'll breathe your air into my lungs When I feel your touch  Tell me your secrets Give me a friend Let all the good times flood in Do I love you? Do I hate you? I can't make up my mind So let's freefall And see where we land  Tada ra ra Tada ra ra Tada ra ra  Tada ra ra Tada ra ra Tada ra ra  Tell me your secrets Give me a friend Let all the good times flood in Do I love you? Do I hate you? I can't make up my mind So let's freefall And see where we land
Eminem,Touch And Go,Waking up midnight November And you're still in my bed It's kinda rough 'cause since I met ya There's things we've never said  So if I go for a little while longer When I'm home we can talk about the pitfalls of the road If you say go I would stop everything oh My heart would play the role now And act like it's never been broke  Though my soul Oh oh oh lately I really need to know How long how long can we be touch and go Oh my soul oh oh oh How long how long can we be touch and go  It's not enough to say I want ya 'Cause I'll say anything I'm holding out to feel without a doubt I ha... have just been questioning yeah  If I go for a little while longer When I'm home we can talk about the pitfalls of the road If you say go I would stop everything oh My heart would play the role And act like it's never been broke  Though my soul Oh oh oh lately I really need to know How long how long can we be touch and go Oh my soul oh oh oh How long how long can we be  All of my bones they scream I'm right If you're taking me home to stay the night Darling my soul would heal  If you say go I would stop everything oh My heart would play the role And act like it's never been broke though my soul Lately I really need to know How long how long can we be touch and go Oh my soul oh oh oh How long how long can we be touch and go How long how long can we be touch and go How long how long can we be touch and go
Taylor Swift,State Of Grace,I'm walking fast through the traffic lights Busy streets and busy lives And all we know Is touch and go  We are alone with our changing minds We fall in love 'til it hurts or bleeds or fades in time  And I never (never) saw you coming And I'll never (never) be the same  You come around and the armor falls Pierce the room like a cannonball Now all we know Is don't let go  We are alone just you and me Up in your room and our slates are clean Just twin fire signs Four blue eyes  So you were never a saint And I've loved in shades of wrong We learn to live with the pain Mosaic broken hearts But this love is brave and wild  And I never (never) saw you coming And I'll never (never) be the same  This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right  These are the hands of fate You're my Achilles' heel This is the golden age of something good and right and real  And I never (never) saw you coming And I'll never (never) be the same  And I never (never) saw you coming And I'll never (So you were never a saint I've loved in shades of wrong) Be the same (We learn to live with the pain Mosaic broken hearts But this love is brave and wild)  This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right
Taylor Swift,I Almost Do,I bet this time of night you're still up I bet you're tired from a long hard week I bet you're sitting in your chair by the window looking out at the city And I bet sometimes you wonder about me  And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that every time I don't I almost do I almost do  I bet you think I either moved on or hate you 'Cause each time you reach out there's no reply I bet it never ever occurred to you that I can't say Hello to you And risk another goodbye  And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that every time I don't I almost do I almost do  Oh we made quite a mess babe It's probably better off this way And I confess babe In my dreams you're touching my face And asking me if I wanna try again with you And I almost do  And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that every time I don't I almost do I almost do  I bet this time of night you're still up I bet you're tired from a long hard week I bet you're sitting in your chair by the window looking out at the city And I hope sometimes you wonder about me
Taylor Swift,I Knew You Were Trouble,Once upon a time a few mistakes ago I was in your sights you got me alone You found me you found me you found me I guess you didn't care and I guess I liked that And when I fell hard you took a step back Without me without me without me  And he's long gone when he's next to me And I realize the blame is on me  'Cause I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been 'Til you put me down oh I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been Now I'm lying on the cold hard ground Oh oh trouble trouble trouble Oh oh trouble trouble trouble  No apologies. He'll never see you cry Pretends he doesn't know that he's the reason why You're drowning you're drowning you're drowning Now I heard you moved on from whispers on the street A new notch in your belt is all I'll ever be And now I see now I see now I see  He was long gone when he met me And I realize the joke is on me hey!  I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been 'Til you put me down oh I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been (yeah) Now I'm lying on the cold hard ground Oh oh trouble trouble trouble Oh oh trouble trouble trouble  And the saddest fear comes creeping in That you never loved me or her or anyone or anything yeah  I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been (Never been) 'Til you put me down oh I knew you were trouble when you walked in (Knew it right there) So shame on me now (Knew it right there) Flew me to places I'd never been (Ooh) Now I'm lying on the cold hard ground Oh oh trouble trouble trouble Oh oh trouble trouble trouble  I knew you were trouble when you walked in Trouble trouble trouble I knew you were trouble when you walked in Trouble trouble trouble
Taylor Swift,The Other Side Of The Door,In the heat of the fight I walked away Ignoring words that you were saying Trying to make me stay I said This time I've had enough. And you've called a hundred times But I'm not picking up  'Cause I'm so mad I might tell you that it's over But if you look a little closer  I said Leave but all I really want is you To stand outside my window throwing pebbles Screaming I'm in love with you. Wait there in the pouring rain come back for more And don't you leave 'cause I know All I need is on the other side of the door  Me and my stupid pride are sitting here alone Going through the photographs staring at the phone I keep going back over things we both said And I remember the slamming door and all the things that I misread  So babe if you know everything tell me why you couldn't see That when I left I wanted you to chase after me  Yeah I said Leave but all I really want is you To stand outside my window throwing pebbles Screaming I'm in love with you. Wait there in the pouring rain come back for more And don't you leave 'cause I know All I need is on the other side of the door  And I'll scream out the window I can't even look at you! I don't need you but I do I do I do I say There's nothing you can say to make this right again I mean it I mean it. What I mean is  I said Leave but baby all I want is you To stand outside my window throwing pebbles Screaming I'm in love with you. Wait there in the pouring rain come back for more And don't you leave 'cause I know All I need is on the other side of the door  With your face and the beautiful eyes And the conversation with the little white lies And the faded picture of a beautiful night You carried me from your car up the stairs And I broke down crying was she worth this mess? After everything and that little black dress After everything I must confess I need you
Taylor Swift,Last Kiss,I still remember the look on your face Lit through the darkness at 1:58 The words that you whispered For just us to know You told me you loved me So why did you go away? Away  I do recall now the smell of the rain Fresh on the pavement I ran off the plane That July 9th The beat of your heart It jumps through your shirt I can still feel your arms  But now I'll go sit on the floor Wearing your clothes All that I know is I don't know how to be something you miss I never thought we'd have a last kiss Never imagined we'd end like this Your name forever the name on my lips  I do remember the swing of your step The life of the party you're showing off again And I roll my eyes and then You pull me in I'm not much for dancing But for you I did  Because I love your handshake meeting my father I love how you walk with your hands in your pockets How you'd kiss me when I was in the middle of saying something There's not a day I don't miss those rude interruptions  And I'll go sit on the floor Wearing your clothes All that I know is I don't know how to be something you miss I never thought we'd have a last kiss I never imagined we'd end like this Your name forever the name on my lips  So I'll watch your life in pictures like I used to watch you sleep And I feel you forget me like I used to feel you breathe And I keep up with our old friends just to ask them how you are Hope it's nice where you are  And I hope the sun shines And it's a beautiful day And something reminds you You wish you had stayed You can plan for a change in weather and time But I never planned on you changing your mind  So I'll go sit on the floor Wearing your clothes All that I know is I don't know how to be something you miss I never thought we'd have a last kiss I never imagined we'd end like this Your name forever the name on my lips  Just like our last kiss Forever the name on my lips Forever the name on my lips  Just like our last
Taylor Swift,Fearless,There's somethin' 'bout the way The street looks when it's just rained There's a glow off the pavement You walk me to the car And you know I wanna ask you to dance right there In the middle of the parking lot Yeah Oh yeah  We're drivin' down the road I wonder if you know I'm tryin' so hard not to get caught up now But you're just so cool Run your hands through your hair Absentmindedly makin' me want you  And I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why but with you I'd dance in a storm in my best dress Fearless  So baby drive slow 'Til we run out of road in this one horse town I wanna stay right here in this passenger's seat You put your eyes on me In this moment now capture it remember it  'Cause I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why but with you I'd dance in a storm in my best dress Fearless  Well you stood there with me in the doorway My hands shake I'm not usually this way But you pull me in and I'm a little more brave It's the first kiss It's flawless Really something It's fearless  Oh yeah  'Cause I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why but with you I'd dance in a storm in my best dress Fearless  'Cause I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why but with you I'd dance in a storm in my best dress Fearless  Oh-oh Oh yeah
Taylor Swift,Long Live,I said remember this moment In the back of my mind The time we stood with our shaking hands The crowds in stands went wild  We were the kings and the queens And they read off our names The night you danced like you knew Our lives would never be the same  You held your head like a hero On a history book page It was the end of a decade But the start of an age  Long live the walls we crashed through How the kingdom lights shined just for me and you I was screaming long live all the magic we made And bring on all the pretenders One day we will be remembered  I said remember this feeling I pass the pictures around Of all the years that we stood there On the side-lines wishing for right now  We are the kings and the queens You traded your baseball cap for a crown When they gave us our trophies And we held them up for our town  And the cynics were outraged Screaming This is absurd! 'Cause for a moment a band of thieves In ripped-up jeans got to rule the world  Long live the walls we crashed through How the kingdom lights shined just for me and you I was screaming long live all the magic we made And bring on all the pretenders I'm not afraid  Long live all the mountains we moved I had the time of my life fighting dragons with you I was screaming long live that look on your face And bring on all the pretenders One day we will be remembered  Hold on to spinning around Confetti falls to the ground May these memories break our fall  Will you take a moment Promise me this That you'll stand by me forever But if God forbid fate should step in  And force us into a goodbye If you have children some day When they point to the pictures Please tell them my name  Tell them how the crowds went wild Tell them how I hope they shine  Long live the walls we crashed through I had the time of my life with you  Long long live the walls we crashed through How the kingdom lights shined just for me and you And I was screaming long live all the magic we made And bring on all the pretenders I'm not afraid  Singing long live all the mountains we moved I had the time of my life fighting dragons with you And long long live that look on your face And bring on all the pretenders One day we will be remembered
Taylor Swift,Mine,You were in college working part-time waiting tables Left a small town and never looked back I was a flight risk with a fear of falling Wondering why we bother with love if it never lasts  I say Can you believe it? As we're lying on the couch The moment I could see it Yes yes I can see it now  Do you remember we were sitting there by the water? You put your arm around me for the first time You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  Flash forward and we're taking on the world together And there's a drawer of my things at your place You learn my secrets and you figure out why I'm guarded You say we'll never make my parents' mistakes  But we got bills to pay We got nothing figured out When it was hard to take Yes yes this is what I thought about  Do you remember we were sitting there by the water? You put your arm around me for the first time You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  Do you remember all the city lights on the water? You saw me start to believe for the first time You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  And I remember that fight Two-thirty AM As everything was slipping right out of our hands I ran out crying and you followed me out into the street Braced myself for the Goodbye 'Cause that's all I've ever known Then you took me by surprise You said I'll never leave you alone.  You said I remember how we felt sitting by the water And every time I look at you it's like the first time I fell in love with a careless man's careful daughter She is the best thing that's ever been mine.  Hold on make it last Hold on never turn back  (Hold on) You made a rebel of a careless man's careful daughter (Hold on) You are the best thing that's ever been mine  (Hold on) Yeah yeah Do you believe it? (Hold on) We're gonna make it now (Hold on) And I can see it (Yes yes) I can see it now (see it now see it now)
Taylor Swift,Jump Then Fall,I like the way you sound in the morning We're on the phone and without a warning I realize your laugh is the best sound I have ever heard  I like the way I can't keep my focus I watch you talk you didn't notice I hear the words but all I can think is We should be together Every time you smile I smile And every time you shine I'll shine for you  Whoa oh I'm feeling you baby Don't be afraid to Jump then fall Jump then fall into me Baby I'm never gonna leave you Say that you wanna be with me too 'Cause I'mma stay through it all So jump then fall  Well I like the way your hair falls in your face You got the keys to me I love each freckle on your face oh I've never been so wrapped up honey I like the way you're everything I ever wanted  I had time to think it all over And all I can say is come closer Take a deep breath and jump then fall into me 'Cause every time you smile I smile And every time you shine I'll shine for you  Whoa oh I'm feeling you baby Don't be afraid to Jump then fall Jump then fall into me Baby I'm never gonna leave you Say that you wanna be with me too 'Cause I'mma stay through it all So jump then fall  The bottom's gonna drop out from under our feet I'll catch you I'll catch you When people say things that bring you to your knees I'll catch you The time is gonna come when you're so mad you could cry But I'll hold you through the night until you smile  Whoa oh I need you baby Don't be afraid please Jump then fall Jump then fall into me Baby I'm never gonna leave you Say that you wanna be with me too 'Cause I'mma stay through it all So jump then fall Jump then fall baby Jump then fall into me into me  Every time you smile I smile And every time you shine I'll shine And every time you're here Baby I'll show you I'll show you You can jump then fall jump then fall Jump then fall into me into me yeah
Rihanna,Get It Over With,It's dark in the day I'll say now don't complain Look up the sun is just a cloud away You're so afraid to cry But your heart be feeling dry It's time to change But you keep thundering thundering I'm wondering wondering why you keep thundering Won't you just rain? And get it over with  When I feel the pain Now babe I won't complain I hear you say Look up the sun is just a cloud away. And now we're so afraid to cry When you need a wave to ride that's the way You keep thundering thundering I'm wondering wondering why you keep thundering Won't you just fucking rain? And get it over with  And get it over with I see you rolling it Let's get it over with Get high and float again Roll up and go again I see you rolling it Let's get it over with Get high and float again Roll up and go again It's alright We can roll in the clouds Getting high We can float in the clouds It's alright We can roll in the clouds Getting high We can float in the clouds It's alright We can roll on the clouds Getting high We can float in the clouds  Keep thundering thundering I'm wondering wondering why you keep thundering Won't you fucking just rain? And get it over with  And get it over with I see you rolling it Let's get it over with Get high and float again Roll up and go again I see you rolling it Let's get it over with Get high and float again Roll up and go again It's alright We can roll in the clouds Getting high We can float in the clouds It's alright We can roll in the clouds Getting high We can float in the clouds It's alright We can roll on the clouds Getting high We can float in the clouds We should be lighting it up We should be lighting it up Started with a lighting It's dark in the day now Say now don't complain Look up the sun is just a cloud away
Rihanna,Rush,I catch a rush boy Whenever we touch I go crazy I'm feeling you baby I trip like this boy My girl turn it around and cut it out And come a little close so you feel what I'm 'bout here Don't watch my face my gyal you know I'm coming back Most of mea gyal them slide off easy like a thunderclap
Rihanna,Good Girl Gone Bad,We stay moving around solo Ask us where you at we don't know And don't care (Don't care) All we know is we was at home 'cause you left us there You got your boys and got gone And left us all alone Now she in the club with a freaky dress on Cats don't want her to keep that dress on Tryna get enough drinks in her system Take it to the tele and make her a victim  Patron on brain ball player in her face They shake the spot she's just another case  Easy for a good girl to go bad And once we've gone (Gone) Best believe we've gone forever Don't be the reason don't be the reason You better learn how to treat us right 'Cause once a good girl goes bad we done forever  He's staying with a flock of them oh yeah Got a girl at home but he don't care Won't care (Won't care) All he'll do is keep me at home won't let me go nowhere He thinks because I'm at home I won't be getting it on And now I'm finding numbers in the jacket pockets Tricks calling the house non-stop it's Getting out of control finally I can't take no more  He finds a letter on the stairs saying this is the end I packed my bag and left with your best friend oh  Easy for a good girl to go bad And once we've gone (Gone) Best believe we've gone forever Don't be the reason don't be the reason You better learn how to treat us right 'Cause once a good girl goes bad we done forever  We stay moving around solo Ask us where you at we don't know And don't care (Don't care) All we know is we was at home 'cause you left us there You got your boys and got gone And left us all alone oh  Easy for a good girl to go bad And once we've gone (Gone) Best believe we've gone forever Don't need a reason don't need a reason You better learn how to treat us right 'Cause once a good girl goes bad We done forever  We gone forever We gone forever
Rihanna,Mad House,Ladies and gentleman To those among you who are easily frightened We suggest you turn away now To those of you who think you can take it We say welcome to the mad house  Ah ah ah ah ah oh oh Ah ah ah ah ah oh oh (Mad house) Na na na na na na na na Na na na na na na na Come on come on come on in Come on come on in (Mad house) Ah ah ah ah ah oh oh Ah ah ah ah ah oh oh (Mad house) (Welcome to the mad house) Na na na na na na na na Na na na na na na na Come on come on come on in Come on come on in
Rihanna,Russian Roulette,Take a breath take it deep Calm yourself he says to me If you play you play for keeps Take the gun and count to three I'm sweating now moving slow No time to think my turn to go  And you can see my heart beating You can see it through my chest Said I'm terrified but I'm not leaving I know that I must pass this test So just pull the trigger (Trigger trigger trigger)  Say a prayer to yourself He says Close your eyes Sometimes it helps. And then I get a scary thought That he's here means he's never lost  And you can see my heart beating Oh you can see it through my chest Said I'm terrified but I'm not leaving Know that I must pass this test So just pull the trigger  As my life flashes before my eyes I'm wondering will I ever see another sunrise? So many won't get the chance to say goodbye But it's too late to think of the value of my life  And you can see my heart beating Ooh-oh you can see it through my chest Said I'm terrified but I'm not leaving no Know that I must pass this test You can see my heart beating Oh you can see it through my chest I'm terrified but I'm not leaving no no Know that I must pass this test So just pull the trigger (Trigger trigger trigger)
Rihanna,Loveeeeeee Song,Ain't nothing wrong with it  I don't wanna give you the wrong impression I need love and affection And I hope I'm not sounding too desperate I need love and affection Love love love Love and affection Love love L-o-v-e-e-e and affection  Oh baby I'm not asking for the world maybe You can give me what I want baby Come hold me tight and when I'm drowning save me Give it to me on a daily If I'm your girl say my name boy Let me know I'm in control We both grown so how we feel we can let it show (I-I-I) Won't play around (I-I-I) Wanna lay you down (I-I-I) I need you now I need you now oh  I don't wanna give you the wrong impression I need love and affection And I hope I'm not sounding too desperate I need love and affection Love love love Love and affection Love love L-o-v-e-e-e and affection  Boy lately you've been stingy with your time Got me wondering I'm wondering if I'm on your mind Boy I just wanna be in your possession Saying I'm the one you want So come express it Don't slip don't slip 'Cause a nigga might push up on it Don't really wanna lose this moment Why window shop when you own this? (I-I-I) Don't put it down (I-I-I) Don't fuck around (I-I-I) I want you now I want you now oh  I don't wanna give you the wrong impression I need love and affection And I hope I'm not sounding too desperate I need love and affection Love love love Love and affection Love love L-o-v-e-e-e and affection  Can you love me for poor? (Let me know) I'm searching for my soul (Rock star) Who ever turned you cold? (Because) You need to let him know I can work miracles I'll work your physical (Physical) And when I love you close You can feel my heart Beating through my clothes Future  I don't wanna give you the wrong impression I need love and affection And I hope I'm not sounding too desperate I need love and affection Love love love Love and affection Love love L-o-v-e-e-e and affection
Rihanna,Rockstar 101,I'm a rock star (rock star) Hey baby I'm aRock star ( rock star)  I'm rocking my fame  The only thing I'm missing is a black guitar. I never play the victim I'd rather be a stalker So baby take me in I'll disobey the law Make sure you frisk me good Check my panties and my bra Wild'n out a crazy house With my white jacket on
Rihanna,Disturbia,Bum bum be-dum bum bum bum    No more gas in the rig (Can't even get it started) All my life on my head (Don't wanna think about it) Feels like I'm going insane yeah  It's a thief in the night to come and grab you (Aha!) It can creep up inside you and consume you. It's too close for comfort ah  Put on your brake lights You're in the city of wonder (City lights) Ain't gon' play nice Watch out you might just go under (Better think twice) Better think twice Your train of thought will be altered So if you must falter be wise  Your mind's in disturbia It's like the darkness is the light Disturbia am I scaring you tonight?
Rihanna,Te Amo,Te amo te amo She says to me I hear the pain in her voice Then we danced underneath the candelabra She takes the lead That's when I saw it in her eyes it's over  Then she said te amo Then she put her hand around me waist I told her no She cried te amo I told her I'm not gonna run away But let me go My soul is awry Without asking why I said te amo Wish somebody'd tell me what she said? Don't it mean I love you? Think it means I love you Don't it mean I love you?  Te amo te amo She's scared to breathe I hold her hand I got no choice uh Pulled me out on the beach danced in the water I start to leave She's begging me and asking why it's over  Then she said te amo Then she put her hand around me waist I told her no She cried te amo I told her I'm not gonna run away But let me go My soul is awry Without asking why I said te amo Wish somebody'd tell me what she said? Don't it mean I love you? Think it means I love you Don't it mean I love you?  Listen we can dance But you gotta watch your hands Watch me all night I'm moving through the light Because I understand That we all need love And I'm not afraid To feel the love but I don't feel that way  Then she said te amo Then she put her hand around me waist I told her no She cried te amo I told her I'm not gonna run away But let me go My soul is awry Without asking why I said te amo Wish somebody'd tell me what she said? Don't it mean I love you? Think it means I love you Don't it mean I love you?  Think it means I love you I love you Te amo te amo Don't it mean I love you?
Rihanna,No Love Allowed,911 it's a critical emergency yeah Better run-run-run Come and charge him with the 1-4-3 yeah Told me this world was mine Such a beautiful lie Now it's done done done And his love is no more for me Hand in the air as he waved me goodbye He say he care but no tears in his eyes And ask me if I'm alright Nigga is you blind?  Like a bullet your love hit me to the core I was flying 'til you knocked me to the floor And it's so foolish how you keep me wanting more I'm screaming murderer how could you murder us? I call it murder no love allowed Yeah yeah yeah yeah yeah yeah Oh yeah yeah yeah yeah yeah yeah Yeah yeah yeah yeah yeah yeah  Fi-fo-fum like the sky is falling down on me Numb-numb-numb He so cold he doesn't feel a thing Broken heart was the case Go on and put him away He's the only one-one-one I ever let get the best of me Hand in the air as he waved me goodbye He say he care but no tears in his eyes And ask me if I'm alright Nigga is you blind?  Like a bullet your love hit me to the core I was flying 'til you knocked me to the floor And it's so foolish how you keep me wanting more I'm screaming murderer how could you murder us? I call it murder no love allowed Yeah yeah yeah yeah yeah yeah Oh yeah yeah yeah yeah yeah yeah Yeah yeah yeah yeah yeah yeah  Usually I'm the one that they cry for But this man he's the one that I'd die for Mama said there's no cause for a rebel Do you hear me now? No love no love no love allowed  Like a bullet your love hit me to the core I was flying 'til you knocked me to the floor And it's so foolish how you keep me wanting more I'm screaming murderer how could you murder us? I call it murder no love allowed I'm screaming murderer how could you murder us? I call it murder no love allowed
Rihanna,Crazy Little Thing Called Love,Ooh yeah Yeah yeah  When you stand so close to me I'm feeling butterflies Is this the way that it supposed to be when I look into your eyes? All you have to do is say my name Just a stutter more like butter Since I met you boy my whole worlds changed I can't hide this or deny this.
Rihanna,If It's Lovin' That You Want,I wanna let you know That you don't have to go Don't wonder no more What I think about you  Now if it's loving that you want Then you should make me your girl your girl If it's loved that you need Baby come and share my world share my World oh If it'm loving thatYou want Come and take a walk with me walk withI 'Cause everything that youneed I got it right here baby baby
