Artist Name,Song Name,Sum Lyrics
Eminem,Let It Out,You give me life Like lots of oxygen You treat me like I was in love again And I hold you tight Tight enough to know That you are mine I'd never let you go  And it's you I miss And it's you I miss So let it out And let it out now And let it out And let it out now now  And you speak to me Behind your dark green stare And you let me be As if I wasn't there  It seemed perfect The concept Free from any regret Another couple based on teen sex You idiot true I was just like you We couldn't be torn apart You see we were just like glue  It's you I miss And it's you I miss So let it out And let it out now And let it out And let it out now now.  It seemed perfect The concept Free from any regret Another couple based on teen sex You idiot true I was just like you We couldn't be torn part You see we were just like glue  We're like glue  So let it out Let it out now Let it out And let it out now now  It seemed perfect The concept Free from any regret Another couple based on teen sex You idiot true I was just like you We couldn't be torn apart You see we were just like glue
Eminem,Sunburn,You’re not her Though I try to see you differently I tow the line You see I’m searching for what used to be mine  I saw your eyes And then I saw her staring back at me And I will try to find another one Who suited me as well as her  I've moved far away from you And I want to see you here beside me dear But things aren’t clear  When we never even tried We never even talked We never even thought in the long run Whenever it was painful Whenever I was away I’d miss you I miss you  She was mine I was hers And all that’s in between If she would cry I would shelter her And keep her from the darkness that will be  If I moved far away from you And I want to see you here beside me dear But things aren’t clear  We never even tried We never even talked We never even thought in the long run Whenever it was painful Whenever I was away I’d miss you And I miss you  Don’t drop me in It’s not my turn If you cut deep Then I might learn If you scar and leave me Like a sunburn  Don’t drop me in It’s not my turn If you cut deep Then I might learn You scarred and left me Like a sunburn  We never even tried We never even talked We never even thought in the long run Whenever it was painful Whenever I was away I’d miss you I miss you
Eminem,Eraser,I was born inside a small town I lost that state of mind Learned to sing inside the lord's house But stopped at the age of nine I forget when I get awards now the wave I had to ride. Save your loving arms for a rainy day And I'll find comfort in my pain eraser  I used to think that nothing could be better than touring the world with my songs.
Eminem,Kiss Me,One two three four  Settle down with me Cover me up Cuddle me in  Lie down with me And hold me in your arms  And your heart's against my chest your lips pressed to my neck I'm falling for your eyes but they don't know me yet And with a feeling I'll forget I'm in love now  Kiss me like you wanna be loved You wanna be loved You wanna be loved This feels like falling in love Falling in love We're falling in love  Settle down with me And I'll be your safety You'll be my lady  I was made to keep your body warm But I'm cold as the wind blows so hold me in your arms  Oh no My heart's against your chest your lips pressed to my neck I'm falling for your eyes but they don't know me yet And with this feeling I'll forget I'm in love now  Kiss me like you wanna be loved You wanna be loved You wanna be loved This feels like falling in love Falling in love We're falling in love  Yeah I've been feeling everything From hate to love From love to lust From lust to truth I guess that's how I know you So I hold you close to help you give it up  So kiss me like you wanna be loved You wanna be loved You wanna be loved This feels like falling in love Falling in love We're falling in love  Kiss me like you wanna be loved You wanna be loved You wanna be loved This feels like falling in love Falling in love We're falling in love
Eminem,Runaway,I've known it for a long time Daddy wakes up to a drink at nine Disappearing all night I don't wanna know where he's been lying I know what I wanna do Wanna run away run away with you Gonna grab clothes six in the morning go  How long you leaving? Well dad just don't expect me back this evening Oh it could take a bit of time to heal this It's been a long day thumb on side of the roadway but  I love him from my skin to my bones But I don't wanna live in his home There's nothing to say 'cause he knows I'll just run away and be on my own  I've never seen my dad cry Cold as stone in the kitchen light I'll tell you it's about time But I was raised to keep quiet This is what I'm gonna do Gonna run away gonna make that move Gonna grab clothes and when it's morning go How long you leaving? Well dad just don't expect me back this evening Oh it could take a bit of time to heal this It's been a long day thumb on side of the roadway but  I love him from my skin to my bones But I don't wanna live in his home There's nothing to say 'cause he knows I'll just run away and be on my own  Backpack and a flat cap turned to the back As I packed my clothes up My dad wasn't down with that plan to attack intends to show love  I don't wanna live this way Gonna take my things and go If things change in a matter of days I could be persuaded to hold on Mama was the same None of us are saints I guess that God knows that I don't wanna run away And one of these days I might just show that Put my home in a suitcase Tie both shoe laces and hope that Things change but for now I'll leave town with a backpack on my shoulder  I love him from my skin to my bones But I don't wanna live in his home There's nothing to say 'cause he knows I'll just run away and be on my own
Eminem,The A Team,White lips pale face Breathing in snowflakes Burnt lungs sour taste Light's gone day's end Struggling to pay rent Long nights strange men  And they say She's in the Class A Team Stuck in her daydream Been this way since eighteen But lately her face seems Slowly sinking wasting Crumbling like pastries And they scream The worst things in life come free to us 'Cause we're just under the upper hand And go mad for a couple grams And she don't want to go outside tonight And in a pipe she flies to the Motherland Or sells love to another man It's too cold outside For angels to fly Angels to fly  Ripped gloves raincoat Tried to swim and stay afloat Dry house wet clothes Loose change bank notes Weary-eyed dry throat Call girl no phone  And they say She's in the Class A Team Stuck in her daydream Been this way since eighteen But lately her face seems Slowly sinking wasting Crumbling like pastries And they scream The worst things in life come free to us 'Cause we're just under the upper hand And go mad for a couple grams And she don't want to go outside tonight And in a pipe she flies to the Motherland Or sells love to another man It's too cold outside For angels to fly An angel will die Covered in white Closed eye And hoping for a better life This time we'll fade out tonight Straight down the line  And they say She's in the Class A Team Stuck in her daydream Been this way since eighteen But lately her face seems Slowly sinking wasting Crumbling like pastries They scream The worst things in life come free to us And we're all under the upper hand Go mad for a couple grams And we don't want to go outside tonight And in a pipe we fly to the Motherland Or sell love to another man It's too cold outside For angels to fly Angels to fly To fly fly For angels to fly to fly to fly For angels to die
Eminem,Supermarket Flowers,I took the supermarket flowers from the windowsill I threw the day-old tea from the cup Packed up the photo album Matthew had made Memories of a life that's been loved  Took the Get Well Soon cards and stuffed animals Poured the old ginger beer down the sink Dad always told me Don't you cry when you're down But mom there's a tear every time that I blink  Oh I'm in pieces. It's tearing me up but I know A heart that's broke is a heart that's been loved  So I'll sing Hallelujah You were an angel in the shape of my mum When I fell down you'd be there holding me up Spread your wings as you go And when God takes you back He'll say Hallelujah you're home  I fluffed the pillows made the beds stacked the chairs up Folded your nightgowns neatly in a case John said he'd drive then put his hand on my cheek And wiped a tear from the side of my face  And I hope that I see the world as you did 'cause I know A life with love is a life that's been lived  So I'll sing Hallelujah You were an angel in the shape of my mum When I fell down you'd be there holding me up Spread your wings as you go  When God takes you back He'll say Hallelujah you're home  Hallelujah You were an angel in the shape of my mum You got to see the person I have become Spread your wings and I know That when God took you back he said Hallelujah you're home
Taylor Swift,We Are Never Ever Getting Back Together,I remember when we broke up the first time Saying This is it I've had enough 'cause like We hadn't seen each other in a month When you said you needed space. (What?) Then you come around again and say Baby I miss you and I swear I'm gonna change trust me. Remember how that lasted for a day? I say I hate you we break up you call me I love you.  Ooh we called it off again last night But ooh this time I'm telling you I'm telling you  We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me But we are never ever ever ever getting back together  Like ever  I'm really gonna miss you picking fights And me falling for it screaming that I'm right And you would hide away and find your peace of mind With some indie record that's much cooler than mine  Ooh you called me up again tonight But ooh this time I'm telling you I'm telling you  We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me (talk to me) But we are never ever ever ever getting back together  Ooh yeah ooh yeah ooh yeah Oh oh oh  I used to think that we were forever ever And I used to say Never say never... Uggg... so he calls me up and he's like I still love you And I'm like... I just... I mean this is exhausting you know like We are never getting back together. Like ever  No!  We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me But we are never ever ever ever getting back together  We ooh getting back together ohhh We ooh getting back together  You go talk to your friends talk to my friends talk to me (talk to me) But we are never ever ever ever getting back together
Taylor Swift,Back To December,I'm so glad you made time to see me How's life? Tell me how's your family? I haven't seen them in a while  You've been good busier than ever We small-talk work and the weather Your guard is up and I know why  Because the last time you saw me is still burned in the back of your mind You gave me roses and I left them there to die  So this is me swallowing my pride Standing in front of you saying I'm sorry for that night And I go back to December all the time  It turns out freedom ain't nothing but missing you Wishing I'd realized what I had when you were mine I'd go back to December turn around and make it all right I go back to December all the time  These days I haven't been sleeping Staying up playing back myself leaving When your birthday passed and I didn't call  And I think about summer all the beautiful times I watched you laughing from the passenger side And realized I loved you in the fall  And then the cold came the dark days when fear crept into my mind You gave me all your love and all I gave you was Goodbye  So this is me swallowing my pride Standing in front of you saying I'm sorry for that night. And I go back to December all the time  It turns out freedom ain't nothing but missing you Wishing I'd realized what I had when you were mine I'd go back to December turn around and change my own mind I go back to December all the time  I miss your tanned skin your sweet smile So good to me so right And how you held me in your arms that September night: The first time you ever saw me cry  Maybe this is wishful thinking Probably mindless dreaming But if we loved again I swear I'd love you right  I'd go back in time and change it but I can't So if the chain is on your door I understand  But this is me swallowing my pride Standing in front of you saying I'm sorry for that night. And I go back to December  It turns out freedom ain't nothing but missing you Wishing I'd realized what I had when you were mine I'd go back to December turn around and make it all right I'd go back to December turn around and change my own mind  I go back to December all the time All the time
Taylor Swift,The Last Time,[Gary Lightbody:] I find myself at your door Just like all those times before I'm not sure how I got there All roads—they lead me here  I imagine you are home In your room all alone And you open your eyes into mine And everything feels better  [Both:] And right before your eyes I'm breaking no past No reasons why Just you and me  This is the last time I'm asking you this Put my name at the top of your list This is the last time I'm asking you why You break my heart in the blink of an eye eye eye  [Taylor Swift:] You find yourself at my door Just like all those times before You wear your best apology But I was there to watch you leave  And all the times I let you in Just for you to go again Disappear when you come back Everything is better  [Both:] And right before your eyes I'm aching no past Nowhere to hide Just you and me  This is the last time I'm asking you this Put my name at the top of your list This is the last time I'm asking you why You break my heart in the blink of an eye eye eye  This is the last time you tell me I've got it wrong This is the last time I say it's been you all along This is the last time I let you in my door This is the last time I won't hurt you anymore  Oh oh oh  This is the last time I'm asking you this Put my name at the top of your list This is the last time I'm asking you why You break my heart in the blink of an eye  This is the last time I'm asking you Last time I'm asking you Last time I'm asking you this This is the last time I'm asking you Last time I'm asking you Last time I'm asking you this This is the last time I'm asking you Last time I'm asking you Last time I'm asking you this This is the last time I'm asking you Last time I'm asking you Last time I'm asking you this
Taylor Swift,Tied Together With A Smile,Seems the only one who doesn't see your beauty Is the face in the mirror looking back at you You walk around here thinking you're not pretty But that's not true 'cause I know you  Hold on baby you're losing it The water's high you're jumping into it And letting go And no one knows That you cry but you don't tell anyone That you might not be the golden one And you're tied together with a smile But you're coming undone  I guess it's true that love was all you wanted 'Cause you're giving it away like it's extra change Hoping it will end up in his pocket But he leaves you out like a penny in the rain  Oh 'cause it's not his price to pay It's not his price to pay  Hold on baby you're losing it The water's high you're jumping into it And letting go And no one knows That you cry but you don't tell anyone That you might not be the golden one And you're tied together with a smile But you're coming undone  Hold on baby you're losing it The water's high you're jumping into it And letting go And no one knows That you cry but you don't tell anyone That you might not be the golden one And you're tied together with a smile But you're coming undone  You're tied together with a smile But you're coming undone Goodbye baby With a smile baby baby
Taylor Swift,Change,And it's a sad picture The final blow hits you Somebody else gets what you wanted again And you know it's all the same Another time and place Repeating history and you're getting sick of it  But I believe in whatever you do And I'll do anything to see it through  Because these things will change Can you feel it now? These walls that they put up to hold us back will fall down This revolution the time will come For us to finally win And we'll sing hallelujah we'll sing hallelujah Oh oh  So we've been outnumbered Raided and now cornered It's hard to fight when the fight ain't fair We're getting stronger now Find things they never found They might be bigger But we're faster and never scared  You can walk away say we don't need this But there's something in your eyes says we can beat this  'Cause these things will change Can you feel it now? These walls that they put up to hold us back will fall down This revolution the time will come For us to finally win And we'll sing hallelujah we'll sing hallelujah Oh oh  Tonight we stand get off our knees Fight for what we've worked for all these years And the battle was long it's the fight of our lives But we'll stand up champions tonight  It was the night things changed Can you see it now? These walls that they put up to hold us back fell down It's a revolution throw your hands up 'Cause we never gave in And we'll sing hallelujah we sang hallelujah Hallelujah
Taylor Swift,Never Grow Up,Your little hand's wrapped around my finger And it's so quiet in the world tonight Your little eyelids flutter 'cause you're dreaming So I tuck you in turn on your favorite night light To you everything's funny you got nothing to regret I'd give all I have honey If you could stay like that  Oh darling don't you ever grow up Don't you ever grow up just stay this little Oh darling don't you ever grow up Don't you ever grow up it could stay this simple I won't let nobody hurt you won't let no one break your heart And no one will desert you Just try to never grow up never grow up  You're in the car on the way to the movies And you're mortified your mom's dropping you off At fourteen there's just so much you can't do And you can't wait to move out someday and call your own shots But don't make her drop you off around the block Remember that she's getting older too And don't lose the way that you dance around in your pj's getting ready for school  Oh darling don't you ever grow up Don't you ever grow up just stay this little Oh darling don't you ever grow up Don't you ever grow up it could stay this simple No one's ever burned you nothing's ever left you scarred And even though you want to just try to never grow up  Take pictures in your mind of your childhood room Memorize what it sounded like when your dad gets home Remember the footsteps remember the words said And all your little brother's favorite songs I just realized everything I have is someday gonna be gone  So here I am in my new apartment In a big city they just dropped me off It's so much colder than I thought it would be So I tuck myself in and turn my night light on  Wish I'd never grown up I wish I'd never grown up  Oh I don't wanna grow up wish I'd never grown up I could still be little Oh I don't wanna grow up wish I'd never grown up It could still be simple Oh darling don't you ever grow up Don't you ever grow up just stay this little Oh darling don't you ever grow up Don't you ever grow up it could stay this simple Won't let nobody hurt you Won't let no one break your heart And even though you want to please try to never grow up Oh don't you ever grow up Oh never grow up just never grow up
Taylor Swift,Superstar,This is wrong but I can't help but feel like There ain't nothing more right babe Misty morning comes again and I can't Help but wish I could see your face And I knew from the first note played I'd be breaking all my rules to see you You smile that beautiful smile and All the girls in the front row scream your name  So dim that spotlight tell me things like I can't take my eyes off of you I'm no one special just another Wide eyed girl who's desperately in love with you Give me a photograph to hang on my wall superstar  Morning loneliness comes around when I'm not Dreaming about you When my world wakes up today You'll be in another town And I knew when I saw your face I'd be Counting down the ways to see you You smile that beautiful smile and All the girls in the front row scream your name  So dim that spotlight tell me things like I can't take my eyes off of you I'm no one special just another Wide eyed girl who's desperately in love with you Give me a photograph to hang on my wall superstar  You played in bars you play guitar And I'm invisible and everyone knows who you are And you'll never see you sing me to sleep Every night from the radio  So dim that spotlight tell me things like I can't take my eyes off of you I'm no one special just another Wide eyed girl who's desperately in love with you Give me a photograph to hang on my wall superstar Sweet sweet superstar superstar
Taylor Swift,Love Story,We were both young when I first saw you I close my eyes and the flashback starts: I'm standing there On a balcony in summer air  See the lights see the party the ball gowns See you make your way through the crowd And say Hello. Little did I know  That you were Romeo you were throwing pebbles And my daddy said Stay away from Juliet. And I was crying on the staircase Begging you Please don't go. And I said  Romeo take me somewhere we can be alone I'll be waiting. All there's left to do is run You'll be the prince and I'll be the princess It's a love story. Baby just say 'Yes'.  So I sneak out to the garden to see you We keep quiet 'cause we're dead if they knew So close your eyes Escape this town for a little while Oh oh  'Cause you were Romeo. I was a scarlet letter And my daddy said Stay away from Juliet. But you were everything to me I was begging you Please don't go! And I said  Romeo take me somewhere we can be alone I'll be waiting. All there's left to do is run You'll be the prince and I'll be the princess It's a love story. Baby just say 'Yes'  Romeo save me. They're tryna tell me how to feel This love is difficult but it's real Don't be afraid. We'll make it out of this mess It's a love story. Baby just say 'Yes'.  Oh oh oh  I got tired of waiting Wondering if you were ever coming around My faith in you was fading When I met you on the outskirts of town And I said  Romeo save me. I've been feeling so alone I keep waiting for you but you never come Is this in my head? I don't know what to think. He knelt to the ground and pulled out a ring and said  Marry me Juliet. You'll never have to be alone I love you and that's all I really know I talked to your dad. Go pick out a white dress It's a love story. Baby just say 'Yes'.  Oh oh oh oh oh oh  'Cause we were both young when I first saw you
Taylor Swift,A Place In This World,I don't know what I want so don't ask me 'Cause I'm still trying to figure it out Don't know what's down this road I'm just walking Trying to see through the rain coming down Even though I'm not the only one Who feels the way I do  I'm alone on my own and that's all I know I'll be strong I'll be wrong oh but life goes on Oh I'm just a girl trying to find a place in this world  Got the radio on my old blue jeans And I'm wearing my heart on my sleeve Feeling lucky today got the sunshine Could you tell me what more do I need And tomorrow's just a mystery oh yeah But that's OK  I'm alone on my own and that's all I know I'll be strong I'll be wrong oh but life goes on Oh I'm just a girl trying to find a place in this world  Maybe I'm just a girl on a mission But I'm ready to fly  I'm alone on my own and that's all I know I'll be strong I'll be wrong oh but life goes on Oh I'm alone on my own and that's all I know Oh I'm just a girl trying to find a place in this world  Oh I'm just a girl Oh I'm just a girl oh oh Oh I'm just a girl
Taylor Swift,Everything Has Changed,[Ed Sheeran:] You good to go?  [Taylor Swift:] All I knew this morning when I woke Is I know something now know something now I didn't before And all I've seen since eighteen hours ago Is green eyes and freckles and your smile In the back of my mind making me feel like  I just wanna know you better know you better know you better now I just wanna know you better know you better know you better now  [Both:] I just wanna know you better know you better know you better now I just wanna know you know you know you  'Cause all I know is we said Hello And your eyes look like coming home All I know is a simple name Everything has changed All I know is you held the door You'll be mine and I'll be yours All I know since yesterday is everything has changed  [Ed Sheeran:] And all my walls stood tall painted blue And I'll take them down take them down and open up the door for you  [Taylor Swift:] And all I feel in my stomach is butterflies The beautiful kind making up for lost time Taking flight making me feel right  [Both:] I just wanna know you better know you better know you better now I just wanna know you better know you better know you better now I just wanna know you better know you better know you better now I just wanna know you know you know you  'Cause all I know is we said Hello And your eyes look like coming home All I know is a simple name Everything has changed All I know is you held the door And you'll be mine and I'll be yours All I know since yesterday is everything has changed  Come back and tell me why I'm feeling like I've missed you all this time Oh oh oh And meet me there tonight And let me know that it's not all in my mind  [Taylor Swift:] I just wanna know you better know you better know you better now I just wanna know you know you know you  [Both:] All I know is we said Hello And your eyes look like coming home All I know is a simple name Everything has changed All I know is you held the door You'll be mine and I'll be yours All I know since yesterday is everything has changed  [Taylor Swift:] All I know is we said Hello So dust off your highest hopes All I know is pouring rain and everything has changed All I know is a new found grace All my days I'll know your face All I know since yesterday is everything has changed
Taylor Swift,Sad Beautiful Tragic,Long handwritten note deep in your pocket Words how little they mean when you're a little too late I stood right by the tracks your face in a locket Good girls hopeful they'll be and long they will wait  We had a beautiful magic love there What a sad beautiful tragic love affair  In dreams I meet you in warm conversation We both wake in lonely beds different cities And time is taking its sweet time erasing you And you've got your demons and darling they all look like me  'Cause we had a beautiful magic love there What a sad beautiful tragic love affair  Distance timing breakdown fighting Silence the train runs off its tracks Kiss me try to fix it could you just try to listen? Hang up give up and for the life of us we can't get back  A beautiful magic love there What a sad beautiful tragic beautiful tragic beautiful  What we had a beautiful magic love there What a sad beautiful tragic love affair  We had a beautiful magic love there What a sad beautiful tragic love affair
Rihanna,Stay,All along it was a fever A cold-sweat hot-headed believer I threw my hands in the air said Show me something. He said If you dare come a little closer.  Round and around and around and around we go Oh now tell me now tell me now tell me now you know  Not really sure how to feel about it Something in the way you move Makes me feel like I can't live without you And it takes me all the way I want you to stay  It's not much of a life you're living It's not just something you take it's given  Round and around and around and around we go Oh now tell me now tell me now tell me now you know  Not really sure how to feel about it Something in the way you move Makes me feel like I can't live without you And it takes me all the way And I want you to stay  Ooh ooh ooh the reason I hold on Ooh ooh ooh 'cause I need this hole gone Funny you're the broken one but I'm the only one who needed saving 'Cause when you never see the light it's hard to know which one of us is caving  Not really sure how to feel about it Something in the way you move  Makes me feel like I can't live without you And it takes me all the way  I want you to stay stay I want you to stay ooh
Rihanna,Right Now,Tomorrow way too far away And we can't get back yesterday But we young right now We got right now So get up right now 'Cause all we got is right now  Tomorrow way too far away And we can't get back yesterday But we young right now We got right now So get up right now 'Cause all we got is right now  Baby tonight I need you And I feel it when I see you Wherever you wanna go Whenever baby I'm yours  Tomorrow way too far away And we can't get back yesterday But we young right now We got right now So get up right now 'Cause all we got is right now  Tomorrow way too far away And we can't get back yesterday But we young right now We got right now So get up right now 'Cause all we got is right now  'Cause all we got is right now  So close I can taste you Ain't scared I can take you Can't fight the feeling Got me fiending You got me fiending  Something you wanted to do all your life There's no more waiting: tonight is the night And it can't be wrong not if it feels this right Turn it up scream it loud yeah.  Tomorrow way too far away And we can't get back yesterday But we young right now We got right now So get up right now 'Cause all we got is right now  Tomorrow way too far away And we can't get back yesterday But we young right now We got right now So get up right now 'Cause all we got is right now  'Cause all we got is right now
Rihanna,Farewell,Wherever you're going I wanna go Wherever you're headed Can you let me know? Don't mind catching up I'm on my way Just can't take the thought of you miles away  And I know you're going somewhere to make a better life I hope that you'll find it on the first try And even though it kills me That you have to go I know it'll be sadder If you never hit the road  So farewell Somebody's gonna miss you (Miss you miss you miss you) Farewell Somebody's gonna wish that you were here That somebody's me  I will write to tell you what's going on But you won't miss nothing but the same old song If you don't mind catching up I'll spend the day telling you stories about a land far away But I know  And I know you're going somewhere to make a better life (Oh) I hope that you'll find it on the first try And even though it kills me That you have to go I know it'll be sadder If you never hit the road  So farewell Somebody's gonna miss you (Miss you miss you miss you) Farewell Somebody's gonna wish that you were here Farewell Somebody's gonna miss you (Miss you miss you miss you) Farewell Somebody's gonna wish that you were here That somebody's me  And I'm gon' try to hold it all in Try to hold back my tears So it don't make you stay here yeah I'mma try to be a big girl now 'Cause I don't wanna be the reason you don't leave  Farewell Somebody's gonna miss you (Miss you miss you miss you) Farewell Somebody's gonna wish that you were here Farewell Somebody's gonna miss you (Miss you miss you miss you) Farewell Somebody's gonna wish that you were here That somebody's me
Rihanna,Love Without Tragedy / Mother Mary,[Part I: Love Without Tragedy]  Red lipstick rose petals heartbreak I was his Marilyn Monroe Brown eyes tuxedo fast cars A James Dean on the low  I ask you What's the matter? You say Oh it's nothing at all. Heart's racing outta control And you knew that I couldn't let it go
Rihanna,The Last Song,Here we are Midair off of the cliff Staring down at the end again But then again maybe we're finally On the road that's headed away from all your complaining Of hearing the same song but baby we'll hear it when I'm gone  It's time to turn on the last song Ooh The last song Ooh  What if you wasted love and our love in time disappeared And the sad song ends up being the last song you'll ever hear It was ours But I'd do it again holding hands with my friend again But then again maybe we gave our all a song we'll never forget Baby let them play it maybe it'll save the world They gonna miss hearing it when it's gone  But it's time to turn on the last song Ooh The last song Ooh  What if we left every moment that we could spare And the perfect song ends up being the last song you'll ever hear You'll never know when the songs gonna play The last song you'll hear is the one you made Your song was beautiful that's why I started singing it But this song is our song So it's playing until the end even if it's the last song  The last song Ooh The last song Ooh What if you wasted love and our love in time disappeared And the perfect song ends up being the last song you'll ever hear Ooh
Rihanna,Rehab,Baby baby when we first met I never felt something so strong You were like my lover and my best friend All wrapped into one with a ribbon on it And all of a sudden you went and left I didn't know how to follow It's like a shot that spun me around and now my heart left I feel so empty and hollow  And I'll never give myself to another the way I gave it to you Don't even recognize the ways you hurt me do you? It's gonna take a miracle to bring me back And you're the one to blame
